id,store_name,store_name_gn,store_name_tb,store_name_hp,store_name_retty,store_name_demaekan,store_name_uber,store_name_google,phone_number,area_id
2358,"肉汁餃子のダンダダン 本八幡店",,,,,,"肉汁餃子のダンダダン 本八幡店",,,2
2359,"鶏からあげ専門店 にじから 西船橋 nijikara_nisifunabashi",,,,,,"鶏からあげ専門店 にじから 西船橋 nijikara_nisifunabashi",,,2
2360,"とらふぐ亭 本八幡店 Torafugu Tei Motoyawata",,,,,,"とらふぐ亭 本八幡店 Torafugu Tei Motoyawata",,,2
2361,"魚民 西船橋北口駅前店",,,,,,"魚民 西船橋北口駅前店",,,2
2362,"ほっともっと 市川駅北口店",,,,,,"ほっともっと 市川駅北口店",,,2
2363,"牛角 妙典店 Gyukaku Myouden",,,,,,"牛角 妙典店 Gyukaku Myouden",,,2
2364,"夢庵 江戸川大杉店 Yumean Edogawa Osugi",,,,,,"夢庵 江戸川大杉店 Yumean Edogawa Osugi",,,2
2365,"スタミな羊 本八幡店 Stamina Hitsuji Motoyawata",,,,,,"スタミな羊 本八幡店 Stamina Hitsuji Motoyawata",,,2
2366,"福よし 本八幡店 Fukuyoshi Motoyawata",,,,,,"福よし 本八幡店 Fukuyoshi Motoyawata",,,2
2367,"ジョナサン 瑞江店 Jonathan's Mizue",,,,,,"ジョナサン 瑞江店 Jonathan's Mizue",,,2
2368,"ココス イオン市川妙典 COCO'S Ion-Ichikawamyouden",,,,,,"ココス イオン市川妙典 COCO'S Ion-Ichikawamyouden",,,2
2369,"ジョナサン 本八幡店 Jonathan's Motoyawata",,,,,,"ジョナサン 本八幡店 Jonathan's Motoyawata",,,2
2370,"牛角 市川店 Gyukaku Ichikawa",,,,,,"牛角 市川店 Gyukaku Ichikawa",,,2
2371,"海鮮三崎港 本八幡 kaisenmisakikou Motoyawata",,,,,,"海鮮三崎港 本八幡 kaisenmisakikou Motoyawata",,,2
2372,"大衆酒蔵 庄や【鮮魚/焼鳥/煮込/海鮮丼/定食】篠崎店",,,,,,"大衆酒蔵 庄や【鮮魚/焼鳥/煮込/海鮮丼/定食】篠崎店",,,2
2373,"から好し 京成八幡店 Karayoshi Keisei Yawata",,,,,,"から好し 京成八幡店 Karayoshi Keisei Yawata",,,2
2374,"から好し 本八幡店 Karayoshi Motoyawata",,,,,,"から好し 本八幡店 Karayoshi Motoyawata",,,2
2375,"から好し 下総中山店 Karayoshi Shimousa Nakayama",,,,,,"から好し 下総中山店 Karayoshi Shimousa Nakayama",,,2
2376,"バーミヤン 船橋本中山店 Bamiyan Funabashi Motonakayama",,,,,,"バーミヤン 船橋本中山店 Bamiyan Funabashi Motonakayama",,,2
2377,"バーミヤン 篠崎駅前店 Bamiyan Shinozaki Ekimae",,,,,,"バーミヤン 篠崎駅前店 Bamiyan Shinozaki Ekimae",,,2
2378,"ガスト 瑞江駅前店 Gusto Mizue Ekimae",,,,,,"ガスト 瑞江駅前店 Gusto Mizue Ekimae",,,2
2379,"バーミヤン 市川真間店 Bamiyan Ichikawa Mama",,,,,,"バーミヤン 市川真間店 Bamiyan Ichikawa Mama",,,2
2380,"とんかつの和吉 市川北口駅前店",,,,,,"とんかつの和吉 市川北口駅前店",,,2
2381,"ガスト 行徳店 Gusto Gyotoku",,,,,,"ガスト 行徳店 Gusto Gyotoku",,,2
2382,"から好し 市川駅北口店 Karayoshi Iahikawaeki Kitaguchi",,,,,,"から好し 市川駅北口店 Karayoshi Iahikawaeki Kitaguchi",,,2
2383,"ガスト 市川駅北口店 Gusto Ichikawaeki Kitaguchi",,,,,,"ガスト 市川駅北口店 Gusto Ichikawaeki Kitaguchi",,,2
2384,"ガスト 下総中山店 Gusto Shimousa Nakayama",,,,,,"ガスト 下総中山店 Gusto Shimousa Nakayama",,,2
2385,"ガスト 本八幡店 Gusto Motoyawata",,,,,,"ガスト 本八幡店 Gusto Motoyawata",,,2
2386,"ゴディバ シャポー市川店",,,,,,"ゴディバ シャポー市川店",,,2
2387,"ジョリーパスタ 市川店 Jolly Pasta Ichikawa",,,,,,"ジョリーパスタ 市川店 Jolly Pasta Ichikawa",,,2
2388,"築地銀だこ イオン市川妙典店 Tsukiji Gindaco Aeon Ichikawa Myoden",,,,,,"築地銀だこ イオン市川妙典店 Tsukiji Gindaco Aeon Ichikawa Myoden",,,2
2389,"ローソン 船橋本郷町",,,,,,"ローソン 船橋本郷町",,,2
2390,"マクドナルド 千葉富士見町店 McDonald's CHIBA FUJIMI-CHO",,,,,,"マクドナルド 千葉富士見町店 McDonald's CHIBA FUJIMI-CHO",,,3
2391,"吉野家 千葉中央店 Yoshinoya CHIBA CHUO",,,,,,"吉野家 千葉中央店 Yoshinoya CHIBA CHUO",,,3
2392,"台湾ジーパイ専門店 CHICKEN NICE 千葉中央",,,,,,"台湾ジーパイ専門店 CHICKEN NICE 千葉中央",,,3
2393,"溶岩焼きビビンパ専門店「ファルファサン」 千葉中央",,,,,,"溶岩焼きビビンパ専門店「ファルファサン」 千葉中央",,,3
2394,"夜のケーキ屋さん YorunoCake-yasan",,,,,,"夜のケーキ屋さん YorunoCake-yasan",,,3
2395,"ローソン 千葉幸町",,,,,,"ローソン 千葉幸町",,,3
2396,"生タピオカ専門店 OWL TEA 西千葉店 | OWL TEA Nishichiba",,,,,,"生タピオカ専門店 OWL TEA 西千葉店 | OWL TEA Nishichiba",,,3
2397,"極上ローストビーフ丼「Meat Fall」 千葉中央",,,,,,"極上ローストビーフ丼「Meat Fall」 千葉中央",,,3
2398,"メキシカンバル　DESPERADO Mexicanbar desperado",,,,,,"メキシカンバル　DESPERADO Mexicanbar desperado",,,3
2399,"ドミノ・ピザ 千葉神明町店 Domino's Pizza Chibashinmeicho Store",,,,,,"ドミノ・ピザ 千葉神明町店 Domino's Pizza Chibashinmeicho Store",,,3
2400,"リカーマウンテン 千葉富士見店 Liquor Mountain CHIBA FUJIMI",,,,,,"リカーマウンテン 千葉富士見店 Liquor Mountain CHIBA FUJIMI",,,3
2401,"ココス 千葉末広 COCO'S Chiba-Suehiro",,,,,,"ココス 千葉末広 COCO'S Chiba-Suehiro",,,3
2402,"すき家 126号千葉弁天店 Sukiya 126-go Chiba Benten",,,,,,"すき家 126号千葉弁天店 Sukiya 126-go Chiba Benten",,,3
2403,"海鮮野郎 Kaisenｰyaro",,,,,,"海鮮野郎 Kaisenｰyaro",,,3
2404,"ペルスネージュ PERCE NEIGE cake",,,,,,"ペルスネージュ PERCE NEIGE cake",,,3
2405,"肉野菜工房うまいメシ nikuyasaikoubou umaimeshi",,,,,,"肉野菜工房うまいメシ nikuyasaikoubou umaimeshi",,,3
2406,"北海道どんぶり&大粒たこ焼き 【四五六 -shigoro-】 shigoro",,,,,,"北海道どんぶり&大粒たこ焼き 【四五六 -shigoro-】 shigoro",,,3
2407,"ヴィンテージ ウィズ レストラン Vintage with Restaurant",,,,,,"ヴィンテージ ウィズ レストラン Vintage with Restaurant",,,3
2408,"ハンバーグ&バーガー TERU 蘇我東口駅前店",,,,,,"ハンバーグ&バーガー TERU 蘇我東口駅前店",,,3
2409,"まるみや亭 marumiya tei",,,,,,"まるみや亭 marumiya tei",,,3
2410,"クリスピーチキンアンドトマト轟町店 CRISPY CHICKEN n' TOMATO Todorokicho",,,,,,"クリスピーチキンアンドトマト 千葉駅前店 CRISPY CHICKEN n' TOMATO Chiba Station Square",,,3
2411,"スターバックス コーヒー 千葉センシティタワー店 Starbucks Coffee Chiba 1000 City Tower",,,,,,"スターバックス コーヒー 千葉センシティタワー店 Starbucks Coffee Chiba 1000 City Tower",,,3
2412,"龍翔堂 千葉中央店 タピオカティー ryuusyoudou tapioka",,,,,,"龍翔堂 千葉中央店 タピオカティー ryuusyoudou tapioka",,,3
2413,"ケンタッキーフライドチキン 蘇我店 Kentucky Fried Chicken Soga",,,,,,"ケンタッキーフライドチキン 蘇我店 Kentucky Fried Chicken Soga",,,3
2414,"壱角家 千葉駅前 Ichikakuya Chiba Station",,,,,,"壱角家 千葉駅前 Ichikakuya Chiba Station",,,3
2415,"バーガーキング ペリエ稲毛海岸店 Burger King PERIE INAGE-KAIGAN",,,,,,"バーガーキング ペリエ稲毛海岸店 Burger King PERIE INAGE-KAIGAN",,,3
2416,"カレーハウス CoCo壱番屋 千葉中央駅東口店 Curry House CoCo Ichibanya Chiba Chuo Station Higashiguchi",,,,,,"カレーハウス CoCo壱番屋 千葉中央駅東口店 Curry House CoCo Ichibanya Chiba Chuo Station Higashiguchi",,,3
2417,"餃子の王将 千葉寒川",,,,,,"餃子の王将 千葉寒川",,,3
2418,"カラデニズ61 KARADENIZ61",,,,,,"カラデニズ61 KARADENIZ61",,,3
2419,"韓国ヤンニョム専門店 鶏王〈チキング〉 ＠千葉店 Korean Yangnyeom Restaurant CHICKING ＠Chiba",,,,,,"韓国ヤンニョム専門店 鶏王〈チキング〉 ＠千葉店 Korean Yangnyeom Restaurant CHICKING ＠Chiba",,,3
2420,"大阪王将 穴川インター店 Osaka Ohsho Anagawa Interchange",,,,,,"大阪王将 穴川インター店 Osaka Ohsho Anagawa Interchange",,,3
2421,"すし銚子丸 千葉駅前店",,,,,,"すし銚子丸 千葉駅前店",,,3
2422,"岡本庵 千葉店 Okamoto an Chibaten",,,,,,"岡本庵 千葉店 Okamoto an Chibaten",,,3
2423,"カオマンガイ専門店 タイ料理ヒウマイ 千葉店 Thai Restaurant HiuMai Chiba",,,,,,"カオマンガイ専門店 タイ料理ヒウマイ 千葉店 Thai Restaurant HiuMai Chiba",,,3
2424,"豚丼の極み　千葉店",,,,,,"豚丼の極み　千葉店",,,3
2425,"【あご出汁×海鮮丼茶漬け】お茶づけバーZUZU　ochadukebar zuzu",,,,,,"【あご出汁×海鮮丼茶漬け】お茶づけバーZUZU　ochadukebar zuzu",,,3
2426,"一条もんこ先生のカレー診療所 千葉南口院 Dr.Ichijo Monko Curry Clinic Chiba South",,,,,,"一条もんこ先生のカレー診療所 千葉南口院 Dr.Ichijo Monko Curry Clinic Chiba South",,,3
2427,"焼肉ホルモン 小竹家 千葉店 yakiniku kotakeya chiba",,,,,,"焼肉ホルモン 小竹家 千葉店 yakiniku kotakeya chiba",,,3
2428,"職人が本気で創ったローストビーフ にくTARO ＠千葉店 Roastbeef NikuTaro chiba",,,,,,"職人が本気で創ったローストビーフ にくTARO ＠千葉店 Roastbeef NikuTaro chiba",,,3
2429,"天丼てんや 千葉シーワン Tendon tenya Chiba C1",,,,,,"天丼てんや 千葉シーワン Tendon tenya Chiba C1",,,3
2430,"ピザハット 千葉 Pizza Hut",,,,,,"ピザハット 千葉 Pizza Hut",,,3
2431,"スシロー 千葉みなと店 Sushiro CHIBA MINATO",,,,,,"スシロー 千葉みなと店 Sushiro CHIBA MINATO",,,3
2432,"究極のブロッコリーと鶏胸肉 千葉店　The ultimate broccoli & chicken breast Chiba",,,,,,"究極のブロッコリーと鶏胸肉 千葉店　The ultimate broccoli & chicken breast Chiba",,,3
2433,"アクア エ ソーレ ACQUA E SOLE",,,,,,"アクア エ ソーレ ACQUA E SOLE",,,3
2434,"長崎ちゃんぽん リンガーハット 千葉Ｃ－ＯＮＥ",,,,,,"長崎ちゃんぽん リンガーハット 千葉Ｃ－ＯＮＥ",,,3
2435,"希少部位を使用したステーキ弁当！絶品洋食 美彩や Steak bento,Western-style food Bisaiya",,,,,,"希少部位を使用したステーキ弁当！絶品洋食 美彩や Steak bento,Western-style food Bisaiya",,,3
2436,"ザ・ダッド・ボッド・バーガー 千葉 The Dad Bod Burger Chiba",,,,,,"ザ・ダッド・ボッド・バーガー 千葉 The Dad Bod Burger Chiba",,,3
2437,"GravyBurgerグレイビーバーガー　千葉店",,,,,,"GravyBurgerグレイビーバーガー　千葉店",,,3
2438,"肉市場 千葉店 NIKUICHIBA Chiba",,,,,,"肉市場 千葉店 NIKUICHIBA Chiba",,,3
2439,"ステーキ丼専門店 肉の浅野",,,,,,"ステーキ丼専門店 肉の浅野",,,3
2440,"MCTオイルのサラダ専門店 タンパク宣言 千葉駅前店 MCT Oil Power Salad 【TANPAKU-SENGEN】",,,,,,"MCTオイルのサラダ専門店 タンパク宣言 千葉駅前店 MCT Oil Power Salad 【TANPAKU-SENGEN】",,,3
2441,"ロイヤルホスト 幸町店",,,,,,"ロイヤルホスト 幸町店",,,3
2442,"やよい軒 千葉シーワン店",,,,,,"やよい軒 千葉シーワン店",,,3
2443,"デニーズ 千葉祐光店 Denny's CHIBA YUKO",,,,,,"デニーズ 千葉祐光店 Denny's CHIBA YUKO",,,3
2444,"炭火焼肉ホルモン酒場スターキッチン star kitchen",,,,,,"炭火焼肉ホルモン酒場スターキッチン star kitchen",,,3
2445,"炭火焼Bar ホルモン‘Ｓ Chacoal-grilled-Bar HORUMON'S",,,,,,"炭火焼Bar ホルモン‘Ｓ Chacoal-grilled-Bar HORUMON'S",,,3
2446,"カフェミラノ 京成千葉駅前店 Cafe Milano Keisei Chibaekimae",,,,,,"カフェミラノ 京成千葉駅前店 Cafe Milano Keisei Chibaekimae",,,3
2447,"魚民 千葉みなと駅前店",,,,,,"魚民 千葉みなと駅前店",,,3
2448,"カフェ ミロク cafe 369",,,,,,"カフェ ミロク cafe 369",,,3
2449,"バルサ 東千葉 BARSHA Higashi-Chiba",,,,,,"バルサ 東千葉 BARSHA Higashi-Chiba",,,3
2450,"我流らあめん風神 GARYU RAMEN HUJIN",,,,,,"我流らあめん風神 GARYU RAMEN HUJIN",,,3
2451,"豚屋とん一 アリオ蘇我",,,,,,"豚屋とん一 アリオ蘇我",,,3
2452,"独眼牛千葉店",,,,,,"独眼牛千葉店",,,3
2453,"お好み焼　民",,,,,,"お好み焼　民",,,3
2454,"牛角 千葉プライム8店 Gyukaku Chiba Prime8",,,,,,"牛角 千葉プライム8店 Gyukaku Chiba Prime8",,,3
2455,"一風堂 千葉店 IPPUDO Ramen",,,,,,"一風堂 千葉店 IPPUDO Ramen",,,3
2456,"唐揚げ・つけそば専門店「唐蕎麦屋」 ＪＲ千葉駅前店",,,,,,"唐揚げ・つけそば専門店「唐蕎麦屋」 ＪＲ千葉駅前店",,,3
2457,"東京ハンバーグ専門店ミートキング千葉店 Tokyo hamburg speciality store Meat King Chiba Store",,,,,,"東京ハンバーグ専門店ミートキング千葉店 Tokyo hamburg speciality store Meat King Chiba Store",,,3
2458,"和食レストラン とんでん 千葉幸町店 Tonden Chiba Saiwaicho",,,,,,"和食レストラン とんでん 千葉幸町店 Tonden Chiba Saiwaicho",,,3
2459,"梅の花 千葉店",,,,,,"梅の花 千葉店",,,3
2460,"THE STEAK ＆ GRILL BACKWOOD　produced by 鐵一　(ステーキ＆グリル　バックウッド　by　鐵一) 千葉西口店",,,,,,"THE STEAK ＆ GRILL BACKWOOD　produced by 鐵一　(ステーキ＆グリル　バックウッド　by　鐵一) 千葉西口店",,,3
2461,"日韓大衆居酒屋食堂 サラン",,,,,,"日韓大衆居酒屋食堂 サラン",,,3
2462,"低温調理サラダチキン専門店 きちんと、チキン。千葉駅前店 Sous-vide Chicken【KICHIN TO CHICKEN】",,,,,,"低温調理サラダチキン専門店 きちんと、チキン。千葉駅前店 Sous-vide Chicken【KICHIN TO CHICKEN】",,,3
2463,"手づくり生地のアメリカンピザ トランク American Pizza and Craft Beer TRUNK",,,,,,"手づくり生地のアメリカンピザ トランク American Pizza and Craft Beer TRUNK",,,3
2464,"ザ・ナンマスター The Nann Master",,,,,,"ザ・ナンマスター The Nann Master",,,3
2465,"ビッグボーイ 道場北 Big Boy Dojo Kita",,,,,,"ビッグボーイ 道場北 Big Boy Dojo Kita",,,3
2466,"鉄板酒場 鐵一 千葉西口店 Tetsuichi Chiba Nishiguchi",,,,,,"鉄板酒場 鐵一 千葉西口店 Tetsuichi Chiba Nishiguchi",,,3
2467,"からあげの鉄人 千葉富士見2丁目店",,,,,,"からあげの鉄人 千葉富士見2丁目店",,,3
2468,"北海道バー スプラウト hokkaidou bar sprout",,,,,,"北海道バー スプラウト hokkaidou bar sprout",,,3
2469,"ほっかほっか亭 問屋町（千葉）店 Hokkahokka-tei Tonyacho (Chiba)",,,,,,"ほっかほっか亭 問屋町（千葉）店 Hokkahokka-tei Tonyacho (Chiba)",,,3
2470,"中華菜館 豊葉 Chukasaikan houyou",,,,,,"中華菜館 豊葉 Chukasaikan houyou",,,3
2471,"しゃぶしゃぶ どん亭 千葉中央",,,,,,"しゃぶしゃぶ どん亭 千葉中央",,,3
2472,"カレー専門店 ラジャ curry senmon razya",,,,,,"カレー専門店 ラジャ curry senmon razya",,,3
2473,"から好し 西千葉駅ビル店 Karayoshi Nishi Chibaekimae",,,,,,"から好し 西千葉駅ビル店 Karayoshi Nishi Chibaekimae",,,3
2474,"吉祥寺肉山の焼肉弁当 千葉中央店",,,,,,"吉祥寺肉山の焼肉弁当 千葉中央店",,,3
2475,"鉄板焼肉 なんしようと？千葉駅前店 TEPPAN YAKINIKU ~ NANSHIYOTO？~",,,,,,"鉄板焼肉 なんしようと？千葉駅前店 TEPPAN YAKINIKU ~ NANSHIYOTO？~",,,3
2476,"博多もつ鍋専門店 山幸 千葉駅前店 Hakata Motsunabe【Yamakou】",,,,,,"博多もつ鍋専門店 山幸 千葉駅前店 Hakata Motsunabe【Yamakou】",,,3
2477,"JOB’s Chicken ジョブズチキン",,,,,,"JOB’s Chicken ジョブズチキン",,,3
2478,"スイーツ＆肉バル アムール",,,,,,"スイーツ＆肉バル アムール",,,3
2479,"爆発的にデカい唐揚げ専門店 爆カラ 千葉駅前店 EXTRA Large KARAAGE【BAKUKARA】",,,,,,"爆発的にデカい唐揚げ専門店 爆カラ 千葉駅前店 EXTRA Large KARAAGE【BAKUKARA】",,,3
2480,"千葉商店",,,,,,"千葉商店",,,3
2481,"Apian dogresort",,,,,,"Apian dogresort",,,3
2482,"激辛マニア「アラビ屋」",,,,,,"激辛マニア「アラビ屋」",,,3
2483,"幸楽苑 島忠ホームズ蘇我店 Kourakuen ShimachuhomesSoga",,,,,,"幸楽苑 島忠ホームズ蘇我店 Kourakuen ShimachuhomesSoga",,,3
2484,"サーティワン アイスクリーム ペリエ千葉 31 Ice Cream Perie Chiba",,,,,,"サーティワン アイスクリーム ペリエ千葉 31 Ice Cream Perie Chiba",,,3
2485,"バーミヤン 千葉出洲港店 Bamiyan Chiba Dezuminato",,,,,,"バーミヤン 千葉出洲港店 Bamiyan Chiba Dezuminato",,,3
2486,"SALAM117 HALAL SHOP NishiChiba",,,,,,"SALAM117 HALAL SHOP NishiChiba",,,3
2487,"げんこつ唐揚げ専門店 宮島家 千葉中央店",,,,,,"げんこつ唐揚げ専門店 宮島家 千葉中央店",,,3
2488,"ジョリーパスタ 千葉登戸店 Jolly Pasta Chiba Nobuto",,,,,,"ジョリーパスタ 千葉登戸店 Jolly Pasta Chiba Nobuto",,,3
2489,"宅配どんぶり 神宮軒 千葉中央店",,,,,,"宅配どんぶり 神宮軒 千葉中央店",,,3
2490,"100時間カレーDELIVERY 千葉中央店",,,,,,"100時間カレーDELIVERY 千葉中央店",,,3
2491,"松屋 千葉店 Matsuya Chiba",,,,,,"松屋 千葉店 Matsuya Chiba",,,3
2492,"すしざむらい ＪＲ千葉駅前店",,,,,,"すしざむらい ＪＲ千葉駅前店",,,3
2493,"Dining Darts Bar Jolly",,,,,,"Dining Darts Bar Jolly",,,3
2494,"なか卯 千葉富士見店 Nakau Chiba Fujimi",,,,,,"なか卯 千葉富士見店 Nakau Chiba Fujimi",,,3
2495,"マクドナルド 京成千葉中央店 McDonald's KEISEI-CHIBA-CHUO",,,,,,"マクドナルド 京成千葉中央店 McDonald's KEISEI-CHIBA-CHUO",,,3
2496,"すき家 西千葉駅前店 Sukiya Nishichiba Ekimae",,,,,,"すき家 西千葉駅前店 Sukiya Nishichiba Ekimae",,,3
2497,"韓国料理ソルロンタン専門店牛村 Korea Restaurant woochon",,,,,,"韓国料理ソルロンタン専門店牛村 Korea Restaurant woochon",,,3
2498,"伝説のすた丼屋 千葉富士見店 Densetsu no Sutadon Chiba-Fujimi",,,,,,"伝説のすた丼屋 千葉富士見店 Densetsu no Sutadon Chiba-Fujimi",,,3
2499,"スターバックス コーヒー 千葉中央駅店 Starbucks Coffee Chiba-chuo Eki",,,,,,"スターバックス コーヒー 千葉中央駅店 Starbucks Coffee Chiba-chuo Eki",,,3
2500,"スターバックス コーヒー そごう千葉ジュンヌ店 Starbucks Coffee SOGO Chiba JUNNU",,,,,,"スターバックス コーヒー そごう千葉ジュンヌ店 Starbucks Coffee SOGO Chiba JUNNU",,,3
2501,"かつや 千葉末広店 Katsuya CHIBA SUEHIRO",,,,,,"かつや 千葉末広店 Katsuya CHIBA SUEHIRO",,,3
